Player,pass_yds,yrs_active,team,comp,att,pass_td,passer_rate,int,sacks,yds_lost,pick_6,pass_yds_game,comp_%,int_%,comebacks,wAV,game_win_drive,num_teams,teams,hof,tot_yrs_played,Year_Drafted,Year_Final,Career Earnings (millions),Cap-Inflated Earnings (millions),Earnings By Team Dict,_merge
Sean Renfree,,,,,,,,,,,,,,,,,,,,,,2013.0,2015.0,1.359,2.573,"{'Falcons': 1.339, 'Buccaneers': 0.02}",right_only
Aidan O'Connell,,,,,,,,,,,,,,,,,,,,,,2023.0,9999.0,1.259,1.431,{'Raiders': 1.259},right_only
Aaron Murray,,,,,,,,,,,,,,,,,,,,,,2014.0,2016.0,1.246,2.287,"{'Chiefs': 1.129, 'Eagles': 0.11, 'Cardinals': 0.007}",right_only
Jake Haener,,,,,,,,,,,,,,,,,,,,,,2023.0,9999.0,1.205,1.369,{'Saints': 1.205},right_only
Ben DiNucci,,,,,,,,,,,,,,,,,,,,,,2020.0,2023.0,1.196,1.51,"{'Cowboys': 0.871, 'Broncos': 0.325}",right_only
Alex McGough,,,,,,,,,,,,,,,,,,,,,,2018.0,2023.0,1.181,1.57,"{'Texans': 0.549, 'Seahawks': 0.266, 'Packers': 0.216, 'Jaguars': 0.15}",right_only
Chad Kelly,,,,,,,,,,,,,,,,,,,,,,2017.0,2019.0,1.166,1.671,"{'Broncos': 0.638, 'Colts': 0.528}",right_only
Stetson Bennett,,,,,,,,,,,,,,,,,,,,,,2023.0,9999.0,1.149,1.306,{'Rams': 1.149},right_only
Jimmy Clausen,,,,,,,,,,,,,,,,,,,,,,2015.0,2015.0,1.125,2.005,"{'Bears': 0.862, 'Ravens': 0.263}",right_only
Clayton Tune,,,,,,,,,,,,,,,,,,,,,,2023.0,9999.0,1.101,1.25,{'Cardinals': 1.101},right_only
Sean Clifford,,,,,,,,,,,,,,,,,,,,,,2023.0,9999.0,1.074,1.22,{'Packers': 1.074},right_only
Reid Sinnett,,,,,,,,,,,,,,,,,,,,,,2020.0,2021.0,1.065,1.427,"{'Dolphins': 0.437, 'Eagles': 0.415, 'Buccaneers': 0.153, 'Bengals': 0.06}",right_only
Dorian Thompson-Robinson,,,,,,,,,,,,,,,,,,,,,,2023.0,9999.0,1.059,1.203,{'Browns': 1.059},right_only
Jaren Hall,,,,,,,,,,,,,,,,,,,,,,2023.0,9999.0,1.029,1.169,{'Vikings': 1.029},right_only
Kurt Benkert,,,,,,,,,,,,,,,,,,,,,,2018.0,2021.0,1.023,1.388,"{'Falcons': 0.737, 'Packers': 0.193, '49ers': 0.092}",right_only
Brad Kaaya,,,,,,,,,,,,,,,,,,,,,,2017.0,2018.0,1.017,1.507,"{'Colts': 0.582, 'Lions': 0.271, 'Panthers': 0.164}",right_only
B.J. Daniels,,,,,,,,,,,,,,,,,,,,,,2013.0,2016.0,1.0,1.882,"{'Seahawks': 0.696, '49ers': 0.142, 'Falcons': 0.103, 'Texans': 0.06}",right_only
Tanner McKee,,,,,,,,,,,,,,,,,,,,,,2023.0,9999.0,0.937,1.064,{'Eagles': 0.937},right_only
Danny Etling,,,,,,,,,,,,,,,,,,,,,,2018.0,2022.0,0.841,1.129,"{'Patriots': 0.233, 'Packers': 0.216, 'Seahawks': 0.17, 'Falcons': 0.157, 'Jaguars': 0.055, 'Broncos': 0.009}",right_only
Seneca Wallace,,,,,,,,,,,,,,,,,,,,,,2013.0,2013.0,0.84,1.744,{'Packers': 0.84},right_only
Joe Callahan,,,,,,,,,,,,,,,,,,,,,,2016.0,2019.0,0.837,1.323,"{'Packers': 0.62, 'Browns': 0.132, 'Saints': 0.053, 'Lions': 0.032}",right_only
Greg McElroy,,,,,,,,,,,,,,,,,,,,,,2011.0,2013.0,0.815,1.723,"{'Jets': 0.713, 'Bengals': 0.102}",right_only
Tyson Bagent,,,,,,,,,,,,,,,,,,,,,,2023.0,9999.0,0.775,0.88,{'Bears': 0.775},right_only
Clayton Thorson,,,,,,,,,,,,,,,,,,,,,,2019.0,2021.0,0.726,0.975,"{'Eagles': 0.274, 'Giants': 0.266, 'Cowboys': 0.186}",right_only
Luke Falk,,,,,,,,,,,,,,,,,,,,,,2018.0,2018.0,0.719,1.021,"{'Dolphins': 0.391, 'Jets': 0.18, 'Titans': 0.149}",right_only
Nate Stanley,,,,,,,,,,,,,,,,,,,,,,2020.0,2021.0,0.707,0.946,{'Vikings': 0.707},right_only
Curtis Painter,,,,,,,,,,,,,,,,,,,,,,2013.0,2013.0,0.695,1.433,{'Giants': 0.695},right_only
Chris Oladokun,,,,,,,,,,,,,,,,,,,,,,2022.0,2023.0,0.678,0.778,"{'Chiefs': 0.588, 'Steelers': 0.09}",right_only
Jacob Dolegala,,,,,,,,,,,,,,,,,,,,,,2019.0,2020.0,0.671,0.903,"{'Bengals': 0.5, 'Patriots': 0.134, 'Dolphins': 0.037}",right_only
Tyler Wilson,,,,,,,,,,,,,,,,,,,,,,2013.0,2013.0,0.654,1.358,"{'Raiders': 0.606, 'Titans': 0.048}",right_only
Malik Cunningham,,,,,,,,,,,,,,,,,,,,,,2023.0,9999.0,0.653,0.742,"{'Patriots': 0.487, 'Ravens': 0.167}",right_only
Brad Sorensen,,,,,,,,,,,,,,,,,,,,,,2013.0,2015.0,0.642,1.284,"{'Chargers': 0.636, 'Titans': 0.006}",right_only
Josh Woodrum,,,,,,,,,,,,,,,,,,,,,,2017.0,2019.0,0.638,0.915,"{'Commanders': 0.378, 'Ravens': 0.192, 'Browns': 0.027, 'Bears': 0.021, 'Colts': 0.02}",right_only
Stephen Morris,,,,,,,,,,,,,,,,,,,,,,2015.0,2015.0,0.63,1.098,"{'Colts': 0.364, 'Eagles': 0.137, 'Jaguars': 0.13}",right_only
Tommy DeVito,,,,,,,,,,,,,,,,,,,,,,2023.0,9999.0,0.622,0.706,{'Giants': 0.622},right_only
Nathan Rourke,,,,,,,,,,,,,,,,,,,,,,2023.0,2023.0,0.615,0.699,"{'Jaguars': 0.49, 'Patriots': 0.125}",right_only
Devlin Hodges,,,,,,,,,,,,,,,,,,,,,,2019.0,2020.0,0.597,0.8,{'Steelers': 0.597},right_only
Trevone Boykin,,,,,,,,,,,,,,,,,,,,,,2016.0,2017.0,0.587,0.952,{'Seahawks': 0.587},right_only
Nathan Enderle,,,,,,,,,,,,,,,,,,,,,,2011.0,2011.0,0.544,1.154,{'Bears': 0.544},right_only
Brady Quinn,,,,,,,,,,,,,,,,,,,,,,2013.0,2013.0,0.536,1.114,"{'Rams': 0.243, 'Jets': 0.229, 'Seahawks': 0.065}",right_only
Matt Simms,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,0.525,0.752,"{'Falcons': 0.475, 'Jets': 0.05}",right_only
Thaddeus Lewis,,,,,,,,,,,,,,,,,,,,,,2016.0,2016.0,0.458,0.766,"{'49ers': 0.428, 'Bills': 0.03}",right_only
Chandler Harnish,,,,,,,,,,,,,,,,,,,,,,2012.0,2013.0,0.45,0.931,"{'Colts': 0.358, 'Vikings': 0.092}",right_only
Tyree Jackson,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.45,0.516,"{'Giants': 0.375, 'Bills': 0.075}",right_only
Steven Montez,,,,,,,,,,,,,,,,,,,,,,2020.0,2022.0,0.435,0.577,"{'Commanders': 0.235, 'Lions': 0.2}",right_only
Zac Robinson,,,,,,,,,,,,,,,,,,,,,,2013.0,2013.0,0.418,0.867,{'Bengals': 0.418},right_only
Kyle Shurmur,,,,,,,,,,,,,,,,,,,,,,2019.0,2020.0,0.388,0.532,"{'Chiefs': 0.188, 'Commanders': 0.175, 'Bengals': 0.025}",right_only
Keith Wenning,,,,,,,,,,,,,,,,,,,,,,2014.0,2016.0,0.387,0.718,"{'Ravens': 0.211, 'Bengals': 0.169, 'Giants': 0.007}",right_only
Anthony Brown,,,,,,,,,,,,,,,,,,,,,,2022.0,2022.0,0.365,0.448,{'Ravens': 0.365},right_only
Max Duggan,,,,,,,,,,,,,,,,,,,,,,2023.0,2023.0,0.362,0.411,{'Chargers': 0.362},right_only
Max McCaffrey,,,,,,,,,,,,,,,,,,,,,,2017.0,2017.0,0.349,0.533,"{'Jaguars': 0.164, '49ers': 0.112, 'Packers': 0.05, 'Saints': 0.016, 'Raiders': 0.006}",right_only
Brandon Doughty,,,,,,,,,,,,,,,,,,,,,,2017.0,2017.0,0.343,0.541,{'Dolphins': 0.343},right_only
Spencer Rattler,,,,,,,,,,,,,,,,,,,,,,2024.0,9999.0,0.336,0.336,{'Saints': 0.336},right_only
Carson Strong,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.332,0.407,"{'Eagles': 0.32, 'Cardinals': 0.012}",right_only
Matt Blanchard,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.295,0.56,"{'Panthers': 0.255, 'Browns': 0.02, 'Colts': 0.02}",right_only
Tanner Lee,,,,,,,,,,,,,,,,,,,,,,2018.0,2018.0,0.291,0.42,{'Jaguars': 0.291},right_only
Chase Garbers,,,,,,,,,,,,,,,,,,,,,,2022.0,2022.0,0.277,0.34,{'Raiders': 0.277},right_only
Connor Shaw,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.27,0.454,"{'Bears': 0.164, 'Browns': 0.106}",right_only
EJ Perry,,,,,,,,,,,,,,,,,,,,,,2022.0,2023.0,0.266,0.323,{'Jaguars': 0.266},right_only
Jordan Travis,,,,,,,,,,,,,,,,,,,,,,2024.0,9999.0,0.254,0.254,{'Jets': 0.254},right_only
Sam Hartman,,,,,,,,,,,,,,,,,,,,,,2024.0,9999.0,0.245,0.245,{'Commanders': 0.245},right_only
Tommy Stevens,,,,,,,,,,,,,,,,,,,,,,2020.0,2020.0,0.242,0.312,"{'Saints': 0.156, 'Panthers': 0.086}",right_only
Jarrett Guarantano,,,,,,,,,,,,,,,,,,,,,,2022.0,2022.0,0.224,0.275,"{'Broncos': 0.178, 'Cardinals': 0.046}",right_only
Mike Kafka,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.216,0.411,"{'Buccaneers': 0.187, 'Vikings': 0.023, 'Titans': 0.007}",right_only
Chase Litton,,,,,,,,,,,,,,,,,,,,,,2018.0,2018.0,0.205,0.291,"{'Chiefs': 0.149, 'Jaguars': 0.056}",right_only
Adam Weber,,,,,,,,,,,,,,,,,,,,,,2011.0,2012.0,0.204,0.432,"{'Broncos': 0.107, 'Buccaneers': 0.097}",right_only
Jameill Showers,,,,,,,,,,,,,,,,,,,,,,2015.0,2015.0,0.192,0.329,{'Cowboys': 0.192},right_only
Chad Kanoff,,,,,,,,,,,,,,,,,,,,,,2018.0,2018.0,0.188,0.27,"{'Cardinals': 0.172, 'Lions': 0.016}",right_only
Joe Milton III,,,,,,,,,,,,,,,,,,,,,,2024.0,9999.0,0.183,0.183,{'Patriots': 0.183},right_only
Brian Lewerke,,,,,,,,,,,,,,,,,,,,,,2021.0,2021.0,0.177,0.245,"{'Giants': 0.174, 'Patriots': 0.002}",right_only
Jordan Ta'amu,,,,,,,,,,,,,,,,,,,,,,2020.0,2020.0,0.163,0.211,"{'Chiefs': 0.154, 'Panthers': 0.009}",right_only
J.T. Barrett,,,,,,,,,,,,,,,,,,,,,,2018.0,2019.0,0.162,0.229,"{'Saints': 0.154, 'Steelers': 0.008}",right_only
Manny Wilkins,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,0.143,0.194,{'Packers': 0.143},right_only
B.J. Coleman,,,,,,,,,,,,,,,,,,,,,,2012.0,2012.0,0.143,0.302,{'Packers': 0.143},right_only
Devin Leary,,,,,,,,,,,,,,,,,,,,,,2024.0,9999.0,0.138,0.138,{'Ravens': 0.138},right_only
Trevor Knight,,,,,,,,,,,,,,,,,,,,,,2017.0,2017.0,0.125,0.192,"{'Falcons': 0.122, 'Cardinals': 0.003}",right_only
Tanner Mordecai,,,,,,,,,,,,,,,,,,,,,,2024.0,9999.0,0.125,0.125,{'49ers': 0.125},right_only
Carter Bradley,,,,,,,,,,,,,,,,,,,,,,2024.0,9999.0,0.125,0.125,{'Raiders': 0.125},right_only
Case Cookus,,,,,,,,,,,,,,,,,,,,,,2022.0,2022.0,0.116,0.144,"{'Rams': 0.08, 'Giants': 0.035}",right_only
Cole McDonald,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.102,0.131,{'Titans': 0.102},right_only
Joel Stave,,,,,,,,,,,,,,,,,,,,,,2017.0,2017.0,0.096,0.154,"{'Vikings': 0.053, 'Jets': 0.022, 'Commanders': 0.014, 'Seahawks': 0.007}",right_only
Michael Pratt,,,,,,,,,,,,,,,,,,,,,,2024.0,9999.0,0.087,0.087,{'Packers': 0.087},right_only
Dylan Thompson,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.086,0.153,{'49ers': 0.086},right_only
Eric Dungey,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.085,0.115,"{'Browns': 0.08, 'Giants': 0.005}",right_only
Drew Plitt,,,,,,,,,,,,,,,,,,,,,,2023.0,2023.0,0.084,0.095,{'Bengals': 0.084},right_only
Dresser Winn,,,,,,,,,,,,,,,,,,,,,,2023.0,2023.0,0.083,0.095,{'Rams': 0.083},right_only
Tajh Boyd,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.079,0.151,{'Jets': 0.079},right_only
Jordan Rodgers,,,,,,,,,,,,,,,,,,,,,,2013.0,2013.0,0.077,0.16,"{'Buccaneers': 0.072, 'Jaguars': 0.005}",right_only
Sefo Liufau,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.071,0.109,{'Buccaneers': 0.071},right_only
Nick Fitzgerald,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.07,0.095,{'Buccaneers': 0.07},right_only
Davis Cheek,,,,,,,,,,,,,,,,,,,,,,2022.0,2022.0,0.065,0.08,{'Panthers': 0.065},right_only
Jerod Evans,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.065,0.099,{'Packers': 0.065},right_only
Ryan Willis,,,,,,,,,,,,,,,,,,,,,,2021.0,2021.0,0.064,0.09,{'Bears': 0.064},right_only
Drew Anderson,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,0.06,0.082,{'Cardinals': 0.06},right_only
Jack Coan,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.06,0.074,{'Colts': 0.06},right_only
Adrian Martinez,,,,,,,,,,,,,,,,,,,,,,2024.0,9999.0,0.06,0.068,{'Lions': 0.06},right_only
Jeff Tuel,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.059,0.106,{'Jaguars': 0.059},right_only
Tyler Ferguson,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.055,0.085,{'Titans': 0.055},right_only
Seth Lobato,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.053,0.103,"{'Dolphins': 0.05, 'Colts': 0.003}",right_only
Austin Allen,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.05,0.072,{'Buccaneers': 0.05},right_only
Tanner Morgan,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.049,0.056,"{'Steelers': 0.025, 'Vikings': 0.024}",right_only
Mike Bercovici,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.047,0.072,"{'Cardinals': 0.043, 'Chargers': 0.004}",right_only
Kenji Bahar,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.046,0.064,{'Ravens': 0.046},right_only
Bryn Renner,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.043,0.077,"{'Ravens': 0.039, 'Broncos': 0.004}",right_only
Alek Torgersen,,,,,,,,,,,,,,,,,,,,,,2017.0,2017.0,0.041,0.063,"{'Commanders': 0.029, 'Lions': 0.007, 'Falcons': 0.005}",right_only
Anthony Gordon,,,,,,,,,,,,,,,,,,,,,,2021.0,2021.0,0.04,0.055,"{'Broncos': 0.028, 'Seahawks': 0.012}",right_only
McLeod Bethel-Thompson,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.038,0.072,"{'Vikings': 0.025, 'Dolphins': 0.007, 'Patriots': 0.006}",right_only
Dominique Davis,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.038,0.073,{'Colts': 0.038},right_only
Holton Ahlers,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.037,0.042,{'Seahawks': 0.037},right_only
Lance Ball,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.036,0.078,"{'Rams': 0.021, 'Titans': 0.016}",right_only
John Rhys Plumlee,,,,,,,,,,,,,,,,,,,,,,2024.0,9999.0,0.035,0.035,{'Steelers': 0.035},right_only
Pat Devlin,,,,,,,,,,,,,,,,,,,,,,2015.0,2015.0,0.034,0.061,{'Browns': 0.034},right_only
Caleb Hanie,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.033,0.068,{'Browns': 0.033},right_only
Dennis Dixon,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.031,0.064,"{'Eagles': 0.025, 'Cardinals': 0.006}",right_only
J'Mar Smith,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.03,0.039,{'Patriots': 0.03},right_only
Kedon Slovis,,,,,,,,,,,,,,,,,,,,,,2024.0,9999.0,0.03,0.03,{'Jaguars': 0.03},right_only
Dustin Vaughan,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.026,0.047,{'Bills': 0.026},right_only
Rusty Smith,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.024,0.05,{'Titans': 0.024},right_only
Jake Heaps,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.021,0.034,{'Steelers': 0.021},right_only
Jason Bean,,,,,,,,,,,,,,,,,,,,,,2024.0,9999.0,0.02,0.02,{'Colts': 0.02},right_only
Wilton Speight,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.02,0.027,{'49ers': 0.02},right_only
Josh Love,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.019,0.026,"{'Rams': 0.01, 'Panthers': 0.009}",right_only
Jeff Mathews,,,,,,,,,,,,,,,,,,,,,,2014.0,2014.0,0.019,0.036,"{'Cardinals': 0.013, 'Colts': 0.006}",right_only
Taryn Christion,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.018,0.024,"{'Seahawks': 0.01, 'Steelers': 0.008}",right_only
Chevan Cordeiro,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.018,0.018,{'Seahawks': 0.018},right_only
Kevin Davidson,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.018,0.023,{'Browns': 0.018},right_only
Brock Jensen,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.016,0.031,{'Dolphins': 0.016},right_only
Luis Perez,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.015,0.022,{'Rams': 0.015},right_only
Levi Lewis,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.015,0.018,{'Seahawks': 0.015},right_only
Peewee Jarrett,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.015,0.015,{'Jets': 0.015},right_only
G.J. Kinne,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.013,0.024,{'Giants': 0.013},right_only
Nic Shimonek,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.013,0.018,"{'Commanders': 0.008, 'Chargers': 0.005}",right_only
Cody Fajardo,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.012,0.022,{'Raiders': 0.012},right_only
James Blackman,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.012,0.014,{'Dolphins': 0.012},right_only
Jerrod Johnson,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.012,0.025,{'Bears': 0.012},right_only
Casey Bauman,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.01,0.01,{'Chargers': 0.01},right_only
Jack Plummer,,,,,,,,,,,,,,,,,,,,,,2024.0,9999.0,0.01,0.01,{'Panthers': 0.01},right_only
Rocky Lombardi,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.01,0.01,{'Bengals': 0.01},right_only
Bryan Bennett,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.01,0.018,{'Colts': 0.01},right_only
Riley Neal,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.008,0.01,{'Broncos': 0.008},right_only
Connor Halliday,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.008,0.013,{'Commanders': 0.008},right_only
Keith Price,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.007,0.013,{'Seahawks': 0.007},right_only
Jalen Morton,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.007,0.009,{'Packers': 0.007},right_only
Brandon Peters,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.007,0.009,{'Chargers': 0.007},right_only
Nolan Henderson,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.006,0.007,{'Ravens': 0.006},right_only
Gavin Hardison,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.005,0.005,{'Dolphins': 0.005},right_only
John Paddock,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.005,0.005,{'Falcons': 0.005},right_only
Austin Reed,,,,,,,,,,,,,,,,,,,,,,2024.0,9999.0,0.005,0.005,{'Bears': 0.005},right_only
Brendon Kay,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.005,0.01,{'Steelers': 0.005},right_only
Logan Kilgore,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.005,0.01,{'Saints': 0.005},right_only
Jerry Lovelocke,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.005,0.009,{'Ravens': 0.005},right_only
Matt Johnson,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.005,0.008,{'Bengals': 0.005},right_only
Peter Pujals,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.005,0.007,{'Vikings': 0.005},right_only
Jake Coker,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.005,0.008,{'Cardinals': 0.005},right_only
Cole Kelley,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.005,0.006,{'Commanders': 0.005},right_only
Eli Jenkins,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.005,0.008,{'Chargers': 0.005},right_only
Wes Lunt,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.005,0.008,{'Vikings': 0.005},right_only
Max Wittek,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.005,0.008,{'Jaguars': 0.005},right_only
Nick Schuessler,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.004,0.006,{'Steelers': 0.004},right_only
Chase Rettig,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.004,0.007,{'Packers': 0.004},right_only
Zach Terrell,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.003,0.005,{'Ravens': 0.003},right_only
Anthony Boone,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.003,0.005,{'Lions': 0.003},right_only
Zack Annexstad,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.003,0.003,{'Buccaneers': 0.003},right_only
Kory Faulkner,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.003,0.006,{'49ers': 0.003},right_only
Brett Smith,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.003,0.006,{'Buccaneers': 0.003},right_only
Jake Waters,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.002,0.004,{'Jaguars': 0.002},right_only
Tim DeMorat,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.002,0.003,{'Commanders': 0.002},right_only
Skyler Howard,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.002,0.003,{'Seahawks': 0.002},right_only
James Franklin,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.002,0.004,{'Lions': 0.002},right_only
Cole Stoudt,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.002,0.004,{'Chargers': 0.002},right_only
Austin Appleby,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.002,0.002,{'Cowboys': 0.002},right_only
Travis Partridge,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.001,0.002,{'Vikings': 0.001},right_only
Dalton Sturm,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.001,0.001,{'Cowboys': 0.001},right_only
Brogan Roback,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.001,0.001,{'Browns': 0.001},right_only
Tommy Rees,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.001,0.002,{'Commanders': 0.001},right_only
Nick Stevens,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.0,0.001,{'Broncos': 0.0},right_only
Broc Rutter,,,,,,,,,,,,,,,,,,,,,,9999.0,9999.0,0.0,0.0,{'49ers': 0.0},right_only
